id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
503,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,furniture/equipment,1595,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,51,none,rent,1,skilled employee/official,3 or more,no,no,good
48,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,repairs,1864,... <  100 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad
135,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,others,1364,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,64,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
28,... < 0 DM,9,all credits at this bank paid back duly,furniture/equipment,1154,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,37,none,rent,4-5,unskilled - resident,0 to 2,no,no,good
231,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1278,unknown/no savings account,>= 7 yrs,< 20,none,< 1 yr,unknown / no property,36,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
773,no checking account,18,no credits taken/all credits paid back duly,radio/television,1217,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,4 <= ... < 7 yrs,unknown / no property,47,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,bad
129,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
65,no checking account,12,existing credits paid back duly till now,others,1344,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,43,none,rent,2-3,unskilled - resident,3 or more,no,no,good
53,... >= 200 DM / salary for at least 1 year,9,all credits at this bank paid back duly,others,1224,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,< 1 yr,unknown / no property,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
338,no checking account,10,all credits at this bank paid back duly,others,1038,unknown/no savings account,4 <= ... < 7 yrs,< 20,co-applicant,4 <= ... < 7 yrs,car or other,49,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
749,... < 0 DM,9,no credits taken/all credits paid back duly,repairs,1199,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,car or other,67,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
997,no checking account,24,no credits taken/all credits paid back duly,others,2303,unknown/no savings account,>= 7 yrs,< 20,co-applicant,< 1 yr,unknown / no property,45,none,rent,1,skilled employee/official,0 to 2,no,no,bad
270,... >= 200 DM / salary for at least 1 year,15,critical account/other credits elsewhere,furniture/equipment,1569,... <  100 DM,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,34,bank,rent,1,unskilled - resident,3 or more,no,no,good
162,0<= ... < 200 DM,24,all credits at this bank paid back duly,retraining,1275,500 <= ... < 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
402,... < 0 DM,12,no credits taken/all credits paid back duly,retraining,1037,... <  100 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,>= 7 yrs,unknown / no property,39,none,rent,1,unskilled - resident,0 to 2,no,no,good
106,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,others,1393,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown / no property,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
938,... < 0 DM,18,all credits at this bank paid back duly,others,884,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,bad
81,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,others,2022,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
35,no checking account,15,no credits taken/all credits paid back duly,others,1721,unknown/no savings account,< 1 yr,25 <= ... < 35,none,4 <= ... < 7 yrs,unknown / no property,36,none,rent,1,skilled employee/official,0 to 2,no,no,good
428,... < 0 DM,9,all credits at this bank paid back duly,repairs,1501,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
367,0<= ... < 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,1258,100 <= ... <  500 DM,1 <= ... < 4 yrs,20 <= ... < 25,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,57,none,rent,1,unskilled - resident,0 to 2,no,no,good
340,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,car (new),1413,500 <= ... < 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,55,none,rent,1,skilled employee/official,0 to 2,no,yes,good
346,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,furniture/equipment,1924,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,car or other,38,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),yes,good
647,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,2223,... <  100 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,52,bank,rent,2-3,skilled employee/official,0 to 2,no,no,good
485,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,car (used),1592,500 <= ... < 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,35,none,rent,1,skilled employee/official,0 to 2,no,no,good
244,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,furniture/equipment,629,100 <= ... <  500 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,32,bank,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
687,... < 0 DM,10,no credits taken/all credits paid back duly,car (used),1521,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,1,unskilled - resident,0 to 2,no,no,good
700,no checking account,24,all credits at this bank paid back duly,furniture/equipment,1231,500 <= ... < 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,57,none,for free,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
682,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1155,unknown/no savings account,>= 7 yrs,20 <= ... < 25,guarantor,4 <= ... < 7 yrs,unknown / no property,40,bank,rent,2-3,unskilled - resident,0 to 2,no,no,good
253,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,furniture/equipment,804,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,38,none,rent,1,skilled employee/official,0 to 2,no,no,good
161,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,furniture/equipment,1291,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,car or other,35,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
271,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,car (new),1236,100 <= ... <  500 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,car or other,50,none,for free,1,skilled employee/official,0 to 2,no,no,good
