id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
31,0<= ... < 200 DM,30,all credits at this bank paid back duly,furniture/equipment,3017,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,car or other,47,none,rent,1,skilled employee/official,0 to 2,no,no,good
222,0<= ... < 200 DM,30,all credits at this bank paid back duly,furniture/equipment,3656,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,49,stores,rent,2-3,unskilled - resident,0 to 2,no,no,good
605,no checking account,36,no credits taken/all credits paid back duly,car (used),2712,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,41,bank,rent,1,skilled employee/official,3 or more,no,no,bad
859,no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,3965,unknown/no savings account,< 1 yr,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,bad
570,... >= 200 DM / salary for at least 1 year,48,no credits taken/all credits paid back duly,furniture/equipment,10222,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,37,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
744,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,car (new),7596,... >= 1000 DM,>= 7 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,63,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
383,... >= 200 DM / salary for at least 1 year,60,all credits at this bank paid back duly,others,13756,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
219,no checking account,47,no credits taken/all credits paid back duly,others,10722,unknown/no savings account,< 1 yr,>= 35,none,< 1 yr,unknown / no property,35,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
617,no checking account,30,all credits at this bank paid back duly,car (new),10623,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,38,none,own,4-5,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
64,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,others,10875,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,45,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
827,... < 0 DM,48,delay in paying off in the past,retraining,3844,... <  100 DM,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,real estate,34,none,own,1,unskilled - resident,3 or more,no,no,bad
717,no checking account,48,no credits taken/all credits paid back duly,repairs,7476,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,< 1 yr,real estate,50,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
713,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,retraining,6304,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
724,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,car (new),8947,... >= 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,stores,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
518,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,repairs,1819,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,37,stores,own,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
985,no checking account,48,no credits taken/all credits paid back duly,furniture/equipment,6999,unknown/no savings account,4 <= ... < 7 yrs,>= 35,guarantor,< 1 yr,unknown / no property,34,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
910,no checking account,48,delay in paying off in the past,car (used),7119,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,53,none,own,2-3,skilled employee/official,3 or more,no,no,bad
158,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,5954,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,co-applicant,1 <= ... < 4 yrs,building soc. savings agr./life insurance,38,none,rent,1,skilled employee/official,0 to 2,no,no,good
972,... < 0 DM,27,delay in paying off in the past,retraining,8318,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,42,stores,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
941,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,others,10127,100 <= ... <  500 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,real estate,44,none,own,1,skilled employee/official,0 to 2,no,no,bad
481,... >= 200 DM / salary for at least 1 year,27,no credits taken/all credits paid back duly,domestic appliances,5190,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,48,none,rent,>= 6,skilled employee/official,3 or more,yes (under customer name),no,good
878,no checking account,48,no credits taken/all credits paid back duly,furniture/equipment,6758,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
230,... < 0 DM,48,critical account/other credits elsewhere,retraining,3566,... <  100 DM,4 <= ... < 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,no,good
850,... < 0 DM,36,no credits taken/all credits paid back duly,repairs,12612,... <  100 DM,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,real estate,47,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,bad
121,... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,4795,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,real estate,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
73,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,furniture/equipment,2299,100 <= ... <  500 DM,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,39,none,rent,1,skilled employee/official,0 to 2,no,no,good
831,... < 0 DM,36,delay in paying off in the past,furniture/equipment,3804,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
580,no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,7174,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
153,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,car (new),8858,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,< 1 yr,real estate,35,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
644,no checking account,48,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,58,stores,own,2-3,unskilled - resident,0 to 2,no,no,bad
159,... < 0 DM,48,critical account/other credits elsewhere,retraining,6416,unknown/no savings account,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,bad
104,... < 0 DM,36,existing credits paid back duly till now,others,7432,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,54,none,for free,1,skilled employee/official,0 to 2,no,no,good
310,... >= 200 DM / salary for at least 1 year,54,delay in paying off in the past,car (new),9436,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,39,none,rent,1,unskilled - resident,3 or more,no,no,good
751,... < 0 DM,36,existing credits paid back duly till now,others,2862,... <  100 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,real estate,30,none,own,1,skilled employee/official,0 to 2,no,no,good
781,... < 0 DM,30,all credits at this bank paid back duly,car (used),8386,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,49,none,rent,1,skilled employee/official,0 to 2,no,no,bad
808,no checking account,60,existing credits paid back duly till now,retraining,6836,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,63,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
255,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),5711,500 <= ... < 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,38,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
572,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,repairs,9055,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,35,none,own,1,unskilled - resident,3 or more,yes (under customer name),no,good
378,... < 0 DM,27,existing credits paid back duly till now,car (new),5965,unknown/no savings account,>= 7 yrs,>= 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
356,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),10477,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,42,none,own,2-3,skilled employee/official,0 to 2,no,no,good
641,no checking account,36,all credits at this bank paid back duly,car (used),2348,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,46,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
721,... < 0 DM,48,existing credits paid back duly till now,repairs,6224,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,bad
209,... < 0 DM,48,critical account/other credits elsewhere,others,12169,... >= 1000 DM,unemployed,< 20,co-applicant,>= 7 yrs,real estate,36,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
30,0<= ... < 200 DM,42,all credits at this bank paid back duly,car (new),4796,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,56,none,own,1,skilled employee/official,0 to 2,no,no,good
464,no checking account,28,no credits taken/all credits paid back duly,others,4006,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,45,none,rent,1,unskilled - resident,0 to 2,no,no,bad
401,... < 0 DM,27,no credits taken/all credits paid back duly,retraining,2528,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,car or other,32,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good
184,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,2831,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
439,no checking account,27,all credits at this bank paid back duly,retraining,2442,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
709,no checking account,48,critical account/other credits elsewhere,retraining,7685,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,guarantor,>= 7 yrs,building soc. savings agr./life insurance,37,none,for free,1,skilled employee/official,0 to 2,no,no,bad
735,no checking account,36,no credits taken/all credits paid back duly,car (new),5493,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,42,none,own,1,skilled employee/official,3 or more,no,no,good
976,no checking account,30,no credits taken/all credits paid back duly,domestic appliances,11998,unknown/no savings account,< 1 yr,>= 35,none,< 1 yr,real estate,34,bank,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,bad
914,no checking account,36,critical account/other credits elsewhere,car (used),2746,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
576,... < 0 DM,48,delay in paying off in the past,retraining,12204,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,48,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
642,0<= ... < 200 DM,42,delay in paying off in the past,retraining,6289,unknown/no savings account,< 1 yr,25 <= ... < 35,none,< 1 yr,car or other,33,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
32,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,others,3535,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,37,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
920,no checking account,48,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,46,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
268,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,others,909,100 <= ... <  500 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,36,none,rent,1,skilled employee/official,0 to 2,no,no,good
233,... >= 200 DM / salary for at least 1 year,39,no credits taken/all credits paid back duly,car (new),8588,... <  100 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,45,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
234,no checking account,30,no credits taken/all credits paid back duly,car (new),3857,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,car or other,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
732,... >= 200 DM / salary for at least 1 year,60,no credits taken/all credits paid back duly,others,6527,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,good
649,... < 0 DM,30,existing credits paid back duly till now,retraining,2503,... <  100 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,car or other,41,stores,rent,2-3,skilled employee/official,0 to 2,no,no,good
98,... < 0 DM,36,existing credits paid back duly till now,retraining,4455,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown / no property,30,stores,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
899,... < 0 DM,27,no credits taken/all credits paid back duly,retraining,3915,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,bad
710,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,repairs,6110,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,4 <= ... < 7 yrs,real estate,31,bank,own,1,skilled employee/official,0 to 2,yes (under customer name),no,good
632,no checking account,42,no credits taken/all credits paid back duly,car (used),7882,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,guarantor,>= 7 yrs,car or other,45,none,own,1,skilled employee/official,3 or more,no,no,good
385,... >= 200 DM / salary for at least 1 year,42,all credits at this bank paid back duly,car (used),4041,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
473,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,retraining,7409,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,37,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
82,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,furniture/equipment,3342,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,51,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
588,no checking account,36,no credits taken/all credits paid back duly,car (used),3620,unknown/no savings account,1 <= ... < 4 yrs,>= 35,guarantor,1 <= ... < 4 yrs,car or other,37,none,rent,1,skilled employee/official,3 or more,no,no,good
929,no checking account,48,no credits taken/all credits paid back duly,car (new),10297,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,real estate,39,none,own,4-5,skilled employee/official,3 or more,yes (under customer name),no,bad
856,no checking account,48,no credits taken/all credits paid back duly,others,3931,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,real estate,46,none,own,1,skilled employee/official,3 or more,no,no,bad
646,no checking account,36,no credits taken/all credits paid back duly,business,15857,unknown/no savings account,unemployed,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,43,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
847,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,1919,... <  100 DM,< 1 yr,< 20,none,4 <= ... < 7 yrs,real estate,30,stores,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,no,bad
557,... < 0 DM,48,delay in paying off in the past,others,8358,100 <= ... <  500 DM,< 1 yr,>= 35,none,< 1 yr,building soc. savings agr./life insurance,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
796,... < 0 DM,36,delay in paying off in the past,retraining,1953,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,61,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
542,... < 0 DM,48,no credits taken/all credits paid back duly,furniture/equipment,3979,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,41,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
655,... < 0 DM,48,existing credits paid back duly till now,retraining,6681,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,38,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,good
858,no checking account,36,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,bad
848,... < 0 DM,60,critical account/other credits elsewhere,business,14782,... <  100 DM,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,60,bank,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
96,... >= 200 DM / salary for at least 1 year,27,all credits at this bank paid back duly,car (used),4526,500 <= ... < 1000 DM,< 1 yr,< 20,none,1 <= ... < 4 yrs,unknown / no property,32,stores,rent,2-3,unskilled - resident,3 or more,yes (under customer name),no,good
577,no checking account,36,no credits taken/all credits paid back duly,car (used),3446,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,3 or more,no,no,bad
595,no checking account,30,delay in paying off in the past,car (used),4583,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown / no property,32,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
575,... < 0 DM,36,no credits taken/all credits paid back duly,car (new),6948,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,35,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
708,... < 0 DM,30,all credits at this bank paid back duly,others,2181,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
449,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,car (new),4686,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,real estate,32,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
353,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,retraining,7629,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,46,bank,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,no,no,good
729,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),11054,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
795,0<= ... < 200 DM,30,existing credits paid back duly till now,retraining,1908,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,66,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
849,... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,2671,... <  100 DM,1 <= ... < 4 yrs,< 20,co-applicant,>= 7 yrs,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,bad
712,no checking account,42,all credits at this bank paid back duly,domestic appliances,3394,unknown/no savings account,unemployed,< 20,co-applicant,>= 7 yrs,building soc. savings agr./life insurance,65,none,rent,2-3,unemployed/unskilled - non-resident,0 to 2,no,no,good
704,no checking account,30,no credits taken/all credits paid back duly,car (used),3622,500 <= ... < 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,57,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
312,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,car (new),2751,... >= 1000 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,38,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
574,... < 0 DM,30,critical account/other credits elsewhere,car (used),3496,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,34,stores,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good
33,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,others,6614,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
201,... >= 200 DM / salary for at least 1 year,30,no credits taken/all credits paid back duly,furniture/equipment,2333,100 <= ... <  500 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
940,... < 0 DM,36,existing credits paid back duly till now,others,8086,... <  100 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,42,stores,rent,>= 6,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
63,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,furniture/equipment,3578,... >= 1000 DM,>= 7 yrs,< 20,none,< 1 yr,unknown / no property,47,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
648,... >= 200 DM / salary for at least 1 year,48,existing credits paid back duly till now,furniture/equipment,7238,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,32,bank,rent,2-3,skilled employee/official,3 or more,no,no,good
977,... < 0 DM,48,delay in paying off in the past,business,18424,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,car or other,32,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),yes,bad
963,... < 0 DM,54,delay in paying off in the past,retraining,15945,unknown/no savings account,< 1 yr,20 <= ... < 25,none,>= 7 yrs,real estate,58,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
380,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,6742,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
141,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,furniture/equipment,3835,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,45,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
