id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
266,... >= 200 DM / salary for at least 1 year,22,no credits taken/all credits paid back duly,furniture/equipment,2675,100 <= ... <  500 DM,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,40,none,rent,1,skilled employee/official,0 to 2,no,no,good
216,0<= ... < 200 DM,10,no credits taken/all credits paid back duly,others,3949,unknown/no savings account,< 1 yr,>= 35,guarantor,< 1 yr,car or other,37,none,rent,1,unskilled - resident,3 or more,no,no,good
26,... < 0 DM,11,existing credits paid back duly till now,furniture/equipment,4771,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,car or other,51,none,rent,1,skilled employee/official,0 to 2,no,no,good
248,... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,car (used),4151,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,35,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
994,no checking account,18,all credits at this bank paid back duly,others,3966,unknown/no savings account,>= 7 yrs,>= 35,none,>= 7 yrs,unknown / no property,33,bank,for free,4-5,skilled employee/official,0 to 2,yes (under customer name),no,bad
978,no checking account,6,no credits taken/all credits paid back duly,others,14896,unknown/no savings account,>= 7 yrs,>= 35,none,>= 7 yrs,real estate,68,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
430,... < 0 DM,9,no credits taken/all credits paid back duly,others,3195,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,unknown / no property,33,none,rent,1,unskilled - resident,0 to 2,no,no,good
227,no checking account,18,no credits taken/all credits paid back duly,others,4380,... <  100 DM,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,35,none,rent,1,unskilled - resident,3 or more,yes (under customer name),no,good
689,0<= ... < 200 DM,18,no credits taken/all credits paid back duly,car (used),3049,unknown/no savings account,< 1 yr,>= 35,none,< 1 yr,car or other,45,stores,rent,1,unskilled - resident,0 to 2,no,no,good
587,no checking account,18,all credits at this bank paid back duly,others,5302,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,36,none,own,4-5,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
650,... < 0 DM,18,no credits taken/all credits paid back duly,retraining,2622,... <  100 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
651,... < 0 DM,24,no credits taken/all credits paid back duly,car (used),4351,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,car or other,48,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
120,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,car (used),3062,100 <= ... <  500 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good
54,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,furniture/equipment,2331,... >= 1000 DM,>= 7 yrs,>= 35,co-applicant,>= 7 yrs,unknown / no property,49,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
946,... < 0 DM,15,critical account/other credits elsewhere,others,6850,... <  100 DM,unemployed,>= 35,none,1 <= ... < 4 yrs,car or other,34,stores,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,bad
659,... < 0 DM,7,no credits taken/all credits paid back duly,furniture/equipment,2576,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown / no property,35,none,rent,1,skilled employee/official,0 to 2,no,yes,good
480,... < 0 DM,18,no credits taken/all credits paid back duly,domestic appliances,3872,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,67,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
487,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,car (used),3780,unknown/no savings account,< 1 yr,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,35,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
453,... < 0 DM,10,no credits taken/all credits paid back duly,others,7308,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,70,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
260,... >= 200 DM / salary for at least 1 year,5,no credits taken/all credits paid back duly,retraining,3448,unknown/no savings account,4 <= ... < 7 yrs,>= 35,none,>= 7 yrs,unknown / no property,74,none,rent,1,unskilled - resident,0 to 2,no,no,good
304,... >= 200 DM / salary for at least 1 year,9,all credits at this bank paid back duly,furniture/equipment,3074,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,unknown / no property,33,none,rent,2-3,skilled employee/official,3 or more,no,no,good
747,... < 0 DM,24,no credits taken/all credits paid back duly,car (new),2760,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,36,bank,own,1,skilled employee/official,0 to 2,yes (under customer name),no,good
138,no checking account,24,critical account/other credits elsewhere,others,2325,... <  100 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,0 to 2,no,no,good
366,... >= 200 DM / salary for at least 1 year,12,delay in paying off in the past,car (used),2759,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,car or other,34,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
789,... < 0 DM,24,delay in paying off in the past,retraining,4241,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,unknown / no property,36,none,rent,4-5,unskilled - resident,0 to 2,yes (under customer name),no,bad
750,0<= ... < 200 DM,24,no credits taken/all credits paid back duly,car (used),2892,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,51,none,own,1,skilled employee/official,0 to 2,no,no,good
147,no checking account,24,no credits taken/all credits paid back duly,car (new),2964,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,49,bank,own,1,skilled employee/official,3 or more,yes (under customer name),no,good
740,... < 0 DM,20,delay in paying off in the past,car (new),6148,... <  100 DM,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,31,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
187,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,others,2390,... >= 1000 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,50,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
837,... >= 200 DM / salary for at least 1 year,18,delay in paying off in the past,retraining,4165,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,36,stores,rent,2-3,skilled employee/official,3 or more,no,no,bad
144,... >= 200 DM / salary for at least 1 year,9,all credits at this bank paid back duly,car (used),2406,unknown/no savings account,unemployed,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,31,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
610,... < 0 DM,24,no credits taken/all credits paid back duly,car (used),3069,... <  100 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,30,none,own,1,skilled employee/official,0 to 2,no,no,good
142,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,repairs,3832,... >= 1000 DM,>= 7 yrs,>= 35,none,>= 7 yrs,unknown / no property,64,none,rent,1,unskilled - resident,0 to 2,no,no,good
828,no checking account,12,all credits at this bank paid back duly,others,4843,unknown/no savings account,>= 7 yrs,20 <= ... < 25,co-applicant,>= 7 yrs,car or other,43,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
656,... < 0 DM,18,existing credits paid back duly till now,retraining,2427,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,car or other,42,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
897,... >= 200 DM / salary for at least 1 year,21,existing credits paid back duly till now,retraining,2580,100 <= ... <  500 DM,< 1 yr,< 20,none,1 <= ... < 4 yrs,unknown / no property,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
130,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,2872,... <  100 DM,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,unknown / no property,36,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good
537,... >= 200 DM / salary for at least 1 year,4,all credits at this bank paid back duly,others,3380,unknown/no savings account,4 <= ... < 7 yrs,>= 35,none,< 1 yr,unknown / no property,37,none,rent,1,skilled employee/official,3 or more,no,no,good
482,... < 0 DM,18,no credits taken/all credits paid back duly,car (used),3001,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,40,none,for free,1,skilled employee/official,0 to 2,no,no,good
625,no checking account,24,all credits at this bank paid back duly,car (new),6615,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,75,none,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
113,... < 0 DM,12,all credits at this bank paid back duly,others,2366,100 <= ... <  500 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
83,... < 0 DM,18,no credits taken/all credits paid back duly,others,5866,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
992,... < 0 DM,24,no credits taken/all credits paid back duly,car (new),12579,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,real estate,44,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
786,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,>= 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,35,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
901,no checking account,24,no credits taken/all credits paid back duly,others,4817,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,car or other,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
251,... < 0 DM,18,existing credits paid back duly till now,others,2899,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,43,none,rent,1,skilled employee/official,3 or more,no,no,good
815,... < 0 DM,9,critical account/other credits elsewhere,car (new),5129,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,74,bank,own,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,bad
197,... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,others,6761,unknown/no savings account,4 <= ... < 7 yrs,>= 35,none,4 <= ... < 7 yrs,real estate,45,none,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
640,no checking account,24,all credits at this bank paid back duly,car (new),2957,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,car or other,63,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
291,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,repairs,3565,... >= 1000 DM,< 1 yr,25 <= ... < 35,none,< 1 yr,car or other,37,none,rent,2-3,unskilled - resident,3 or more,no,no,good
718,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,retraining,4591,500 <= ... < 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,54,none,rent,4-5,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
360,... >= 200 DM / salary for at least 1 year,15,all credits at this bank paid back duly,others,5045,... >= 1000 DM,>= 7 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,59,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
797,0<= ... < 200 DM,18,no credits taken/all credits paid back duly,car (used),2864,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,< 1 yr,unknown / no property,34,none,rent,1,unskilled - resident,3 or more,no,no,bad
86,no checking account,12,no credits taken/all credits paid back duly,others,3651,500 <= ... < 1000 DM,1 <= ... < 4 yrs,>= 35,none,4 <= ... < 7 yrs,car or other,31,none,rent,1,skilled employee/official,3 or more,no,no,good
156,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,2684,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,35,none,rent,2-3,unskilled - resident,0 to 2,no,no,good
483,... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,retraining,3863,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,real estate,32,none,own,1,skilled employee/official,0 to 2,no,no,good
935,no checking account,16,all credits at this bank paid back duly,others,2625,unknown/no savings account,>= 7 yrs,25 <= ... < 35,guarantor,>= 7 yrs,car or other,43,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),yes,bad
582,no checking account,24,no credits taken/all credits paid back duly,car (used),2359,... <  100 DM,unemployed,>= 35,none,< 1 yr,car or other,33,none,rent,1,skilled employee/official,0 to 2,no,no,bad
461,... < 0 DM,20,no credits taken/all credits paid back duly,car (new),6468,... >= 1000 DM,unemployed,>= 35,none,>= 7 yrs,unknown / no property,60,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
889,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,2439,unknown/no savings account,< 1 yr,< 20,none,>= 7 yrs,unknown / no property,35,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
778,no checking account,6,all credits at this bank paid back duly,car (used),3384,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,unknown / no property,44,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
643,no checking account,24,all credits at this bank paid back duly,car (new),6419,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,44,none,own,2-3,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
