id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
82,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,furniture/equipment,3342,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,51,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
588,no checking account,36,no credits taken/all credits paid back duly,car (used),3620,unknown/no savings account,1 <= ... < 4 yrs,>= 35,guarantor,1 <= ... < 4 yrs,car or other,37,none,rent,1,skilled employee/official,3 or more,no,no,good
542,... < 0 DM,48,no credits taken/all credits paid back duly,furniture/equipment,3979,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,41,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
577,no checking account,36,no credits taken/all credits paid back duly,car (used),3446,unknown/no savings account,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,3 or more,no,no,bad
595,no checking account,30,delay in paying off in the past,car (used),4583,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown / no property,32,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
708,... < 0 DM,30,all credits at this bank paid back duly,others,2181,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
449,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,car (new),4686,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,real estate,32,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
353,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,retraining,7629,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,46,bank,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,no,no,good
729,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),11054,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
712,no checking account,42,all credits at this bank paid back duly,domestic appliances,3394,unknown/no savings account,unemployed,< 20,co-applicant,>= 7 yrs,building soc. savings agr./life insurance,65,none,rent,2-3,unemployed/unskilled - non-resident,0 to 2,no,no,good
704,no checking account,30,no credits taken/all credits paid back duly,car (used),3622,500 <= ... < 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,57,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
312,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,car (new),2751,... >= 1000 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,38,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
940,... < 0 DM,36,existing credits paid back duly till now,others,8086,... <  100 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,42,stores,rent,>= 6,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
141,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,furniture/equipment,3835,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,45,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good
924,no checking account,27,delay in paying off in the past,retraining,5293,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,car or other,50,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
186,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,retraining,5742,... <  100 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
406,... < 0 DM,48,no credits taken/all credits paid back duly,business,5381,... >= 1000 DM,unemployed,20 <= ... < 25,none,>= 7 yrs,real estate,40,bank,own,1,unemployed/unskilled - non-resident,0 to 2,yes (under customer name),no,good
443,no checking account,39,all credits at this bank paid back duly,car (used),14179,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,car or other,30,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
619,no checking account,30,no credits taken/all credits paid back duly,car (used),3108,unknown/no savings account,< 1 yr,25 <= ... < 35,none,>= 7 yrs,car or other,31,none,rent,1,unskilled - resident,0 to 2,no,no,bad
19,... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2337,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,1,skilled employee/official,0 to 2,no,no,good
573,... < 0 DM,26,no credits taken/all credits paid back duly,car (new),7966,unknown/no savings account,< 1 yr,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
971,... >= 200 DM / salary for at least 1 year,48,no credits taken/all credits paid back duly,retraining,4844,unknown/no savings account,unemployed,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
634,no checking account,36,no credits taken/all credits paid back duly,car (used),3959,unknown/no savings account,unemployed,< 20,none,4 <= ... < 7 yrs,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
635,no checking account,36,no credits taken/all credits paid back duly,others,3249,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,39,bank,own,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
599,no checking account,30,no credits taken/all credits paid back duly,furniture/equipment,2522,unknown/no savings account,>= 7 yrs,>= 35,guarantor,4 <= ... < 7 yrs,car or other,39,none,rent,1,skilled employee/official,3 or more,no,no,good
526,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,furniture/equipment,9566,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,stores,rent,2-3,skilled employee/official,0 to 2,no,no,good
427,... < 0 DM,39,existing credits paid back duly till now,repairs,11760,... <  100 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good
871,no checking account,48,no credits taken/all credits paid back duly,radio/television,3051,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,54,none,rent,1,skilled employee/official,0 to 2,no,no,bad
883,no checking account,48,no credits taken/all credits paid back duly,others,7763,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,42,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,bad
180,... >= 200 DM / salary for at least 1 year,48,existing credits paid back duly till now,furniture/equipment,12749,100 <= ... <  500 DM,4 <= ... < 7 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,37,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
23,... < 0 DM,36,no credits taken/all credits paid back duly,domestic appliances,2384,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,real estate,33,none,for free,1,unskilled - resident,0 to 2,no,no,bad
341,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,3077,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,40,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
731,... < 0 DM,42,critical account/other credits elsewhere,car (new),9283,unknown/no savings account,unemployed,>= 35,none,1 <= ... < 4 yrs,real estate,55,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
189,... < 0 DM,36,no credits taken/all credits paid back duly,repairs,2273,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,< 1 yr,building soc. savings agr./life insurance,32,none,rent,2-3,skilled employee/official,3 or more,no,no,good
272,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,car (used),7678,100 <= ... <  500 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,40,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
944,... < 0 DM,36,no credits taken/all credits paid back duly,others,12389,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,real estate,37,bank,own,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
196,... >= 200 DM / salary for at least 1 year,33,all credits at this bank paid back duly,car (new),7253,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,35,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
1000,no checking account,30,no credits taken/all credits paid back duly,car (used),6350,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,31,none,rent,1,skilled employee/official,0 to 2,no,no,bad
859,no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,3965,unknown/no savings account,< 1 yr,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,bad
570,... >= 200 DM / salary for at least 1 year,48,no credits taken/all credits paid back duly,furniture/equipment,10222,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,37,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
744,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,car (new),7596,... >= 1000 DM,>= 7 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,63,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
617,no checking account,30,all credits at this bank paid back duly,car (new),10623,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,38,none,own,4-5,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
713,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,retraining,6304,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
724,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,car (new),8947,... >= 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,stores,rent,1,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
518,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,repairs,1819,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,37,stores,own,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
985,no checking account,48,no credits taken/all credits paid back duly,furniture/equipment,6999,unknown/no savings account,4 <= ... < 7 yrs,>= 35,guarantor,< 1 yr,unknown / no property,34,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
910,no checking account,48,delay in paying off in the past,car (used),7119,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,53,none,own,2-3,skilled employee/official,3 or more,no,no,bad
158,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,5954,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,co-applicant,1 <= ... < 4 yrs,building soc. savings agr./life insurance,38,none,rent,1,skilled employee/official,0 to 2,no,no,good
972,... < 0 DM,27,delay in paying off in the past,retraining,8318,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,42,stores,own,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
941,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,others,10127,100 <= ... <  500 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,real estate,44,none,own,1,skilled employee/official,0 to 2,no,no,bad
481,... >= 200 DM / salary for at least 1 year,27,no credits taken/all credits paid back duly,domestic appliances,5190,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,48,none,rent,>= 6,skilled employee/official,3 or more,yes (under customer name),no,good
878,no checking account,48,no credits taken/all credits paid back duly,furniture/equipment,6758,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
230,... < 0 DM,48,critical account/other credits elsewhere,retraining,3566,... <  100 DM,4 <= ... < 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,no,good
831,... < 0 DM,36,delay in paying off in the past,furniture/equipment,3804,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
580,no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,7174,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
153,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,car (new),8858,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,< 1 yr,real estate,35,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
104,... < 0 DM,36,existing credits paid back duly till now,others,7432,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,54,none,for free,1,skilled employee/official,0 to 2,no,no,good
751,... < 0 DM,36,existing credits paid back duly till now,others,2862,... <  100 DM,>= 7 yrs,< 20,none,4 <= ... < 7 yrs,real estate,30,none,own,1,skilled employee/official,0 to 2,no,no,good
781,... < 0 DM,30,all credits at this bank paid back duly,car (used),8386,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,49,none,rent,1,skilled employee/official,0 to 2,no,no,bad
808,no checking account,60,existing credits paid back duly till now,retraining,6836,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,63,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
572,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,repairs,9055,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,35,none,own,1,unskilled - resident,3 or more,yes (under customer name),no,good
641,no checking account,36,all credits at this bank paid back duly,car (used),2348,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,46,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
721,... < 0 DM,48,existing credits paid back duly till now,repairs,6224,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,bad
464,no checking account,28,no credits taken/all credits paid back duly,others,4006,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,45,none,rent,1,unskilled - resident,0 to 2,no,no,bad
401,... < 0 DM,27,no credits taken/all credits paid back duly,retraining,2528,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,car or other,32,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good
184,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,2831,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
439,no checking account,27,all credits at this bank paid back duly,retraining,2442,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
914,no checking account,36,critical account/other credits elsewhere,car (used),2746,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
642,0<= ... < 200 DM,42,delay in paying off in the past,retraining,6289,unknown/no savings account,< 1 yr,25 <= ... < 35,none,< 1 yr,car or other,33,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
920,no checking account,48,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,46,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
268,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,others,909,100 <= ... <  500 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,36,none,rent,1,skilled employee/official,0 to 2,no,no,good
233,... >= 200 DM / salary for at least 1 year,39,no credits taken/all credits paid back duly,car (new),8588,... <  100 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,45,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
234,no checking account,30,no credits taken/all credits paid back duly,car (new),3857,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,car or other,40,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
649,... < 0 DM,30,existing credits paid back duly till now,retraining,2503,... <  100 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,car or other,41,stores,rent,2-3,skilled employee/official,0 to 2,no,no,good
899,... < 0 DM,27,no credits taken/all credits paid back duly,retraining,3915,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,bad
710,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,repairs,6110,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,4 <= ... < 7 yrs,real estate,31,bank,own,1,skilled employee/official,0 to 2,yes (under customer name),no,good
385,... >= 200 DM / salary for at least 1 year,42,all credits at this bank paid back duly,car (used),4041,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
473,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,retraining,7409,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,37,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
929,no checking account,48,no credits taken/all credits paid back duly,car (new),10297,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,real estate,39,none,own,4-5,skilled employee/official,3 or more,yes (under customer name),no,bad
856,no checking account,48,no credits taken/all credits paid back duly,others,3931,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,real estate,46,none,own,1,skilled employee/official,3 or more,no,no,bad
646,no checking account,36,no credits taken/all credits paid back duly,business,15857,unknown/no savings account,unemployed,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,43,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
847,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,1919,... <  100 DM,< 1 yr,< 20,none,4 <= ... < 7 yrs,real estate,30,stores,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,no,bad
557,... < 0 DM,48,delay in paying off in the past,others,8358,100 <= ... <  500 DM,< 1 yr,>= 35,none,< 1 yr,building soc. savings agr./life insurance,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
796,... < 0 DM,36,delay in paying off in the past,retraining,1953,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,real estate,61,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
655,... < 0 DM,48,existing credits paid back duly till now,retraining,6681,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,real estate,38,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,good
