id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
278,... < 0 DM,21,all credits at this bank paid back duly,retraining,3652,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
925,no checking account,21,existing credits paid back duly till now,repairs,3414,unknown/no savings account,< 1 yr,25 <= ... < 35,none,< 1 yr,car or other,26,stores,rent,2-3,skilled employee/official,0 to 2,no,no,bad
571,0<= ... < 200 DM,12,no credits taken/all credits paid back duly,others,1330,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,no,no,good
579,no checking account,33,all credits at this bank paid back duly,car (used),4281,100 <= ... <  500 DM,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,23,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad
24,... < 0 DM,12,all credits at this bank paid back duly,radio/television,1424,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,26,none,rent,1,skilled employee/official,0 to 2,no,no,good
821,... < 0 DM,48,no credits taken/all credits paid back duly,furniture/equipment,10961,500 <= ... < 1000 DM,4 <= ... < 7 yrs,>= 35,co-applicant,1 <= ... < 4 yrs,real estate,27,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
297,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,car (used),2301,... <  100 DM,< 1 yr,25 <= ... < 35,none,>= 7 yrs,car or other,22,none,for free,1,skilled employee/official,0 to 2,no,no,good
693,... < 0 DM,6,no credits taken/all credits paid back duly,domestic appliances,454,unknown/no savings account,< 1 yr,20 <= ... < 25,none,< 1 yr,car or other,22,none,rent,1,unskilled - resident,0 to 2,no,no,good
663,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,585,unknown/no savings account,1 <= ... < 4 yrs,< 20,co-applicant,>= 7 yrs,unknown / no property,20,none,for free,2-3,skilled employee/official,0 to 2,no,no,good
867,... < 0 DM,12,no credits taken/all credits paid back duly,others,1295,unknown/no savings account,< 1 yr,20 <= ... < 25,none,< 1 yr,building soc. savings agr./life insurance,25,none,for free,1,skilled employee/official,0 to 2,no,no,bad
544,... < 0 DM,18,all credits at this bank paid back duly,car (used),1295,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
591,no checking account,12,no credits taken/all credits paid back duly,car (used),1657,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown / no property,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
308,... >= 200 DM / salary for at least 1 year,6,critical account/other credits elsewhere,others,783,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,guarantor,1 <= ... < 4 yrs,unknown / no property,26,stores,rent,1,unskilled - resident,3 or more,no,no,good
680,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,484,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,guarantor,4 <= ... < 7 yrs,unknown / no property,28,bank,rent,1,unskilled - resident,0 to 2,no,no,good
68,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,2284,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,28,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
549,... < 0 DM,12,no credits taken/all credits paid back duly,others,1007,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,none,< 1 yr,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,good
715,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,others,3518,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,guarantor,4 <= ... < 7 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
754,... < 0 DM,24,no credits taken/all credits paid back duly,car (new),4113,100 <= ... <  500 DM,< 1 yr,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,no,no,bad
523,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,furniture/equipment,518,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,< 1 yr,unknown / no property,29,none,rent,1,skilled employee/official,0 to 2,no,no,good
937,... < 0 DM,9,no credits taken/all credits paid back duly,car (used),959,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
257,no checking account,15,existing credits paid back duly till now,car (used),3643,unknown/no savings account,>= 7 yrs,>= 35,none,>= 7 yrs,car or other,27,none,rent,2-3,unskilled - resident,0 to 2,no,no,good
636,no checking account,24,no credits taken/all credits paid back duly,car (used),3149,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,real estate,22,bank,own,1,skilled employee/official,0 to 2,no,no,good
555,... < 0 DM,11,no credits taken/all credits paid back duly,car (used),1577,500 <= ... < 1000 DM,< 1 yr,< 20,none,< 1 yr,unknown / no property,20,none,rent,1,skilled employee/official,0 to 2,no,no,good
960,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,3092,... <  100 DM,< 1 yr,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
169,... >= 200 DM / salary for at least 1 year,15,all credits at this bank paid back duly,car (used),2788,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,24,bank,rent,2-3,skilled employee/official,0 to 2,no,no,good
918,... < 0 DM,12,delay in paying off in the past,car (used),2969,unknown/no savings account,< 1 yr,< 20,none,4 <= ... < 7 yrs,car or other,25,none,for free,2-3,skilled employee/official,0 to 2,no,no,bad
824,no checking account,21,no credits taken/all credits paid back duly,furniture/equipment,1835,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown / no property,25,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
433,... < 0 DM,15,all credits at this bank paid back duly,retraining,2326,100 <= ... <  500 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,rent,1,skilled employee/official,0 to 2,no,no,good
185,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,retraining,1449,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,27,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
979,... < 0 DM,12,no credits taken/all credits paid back duly,car (used),2762,... >= 1000 DM,>= 7 yrs,>= 35,none,1 <= ... < 4 yrs,car or other,25,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
535,no checking account,18,no credits taken/all credits paid back duly,furniture/equipment,2389,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,building soc. savings agr./life insurance,27,stores,rent,1,skilled employee/official,0 to 2,no,no,good
893,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1484,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,< 1 yr,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
261,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,car (used),2708,unknown/no savings account,< 1 yr,25 <= ... < 35,none,4 <= ... < 7 yrs,car or other,27,bank,rent,2-3,unskilled - resident,0 to 2,no,no,good
584,no checking account,12,no credits taken/all credits paid back duly,radio/television,741,... <  100 DM,unemployed,< 20,none,4 <= ... < 7 yrs,car or other,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
868,... < 0 DM,36,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,< 1 yr,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
600,no checking account,36,no credits taken/all credits paid back duly,car (used),5179,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,1 <= ... < 4 yrs,car or other,29,none,rent,1,skilled employee/official,0 to 2,no,no,bad
996,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,1987,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,21,none,for free,1,unskilled - resident,3 or more,no,no,bad
530,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,furniture/equipment,2238,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,< 1 yr,building soc. savings agr./life insurance,25,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
915,no checking account,24,delay in paying off in the past,car (used),4110,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,23,bank,for free,2-3,skilled employee/official,3 or more,no,no,bad
811,... < 0 DM,48,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
322,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,furniture/equipment,2073,... <  100 DM,1 <= ... < 4 yrs,< 20,co-applicant,1 <= ... < 4 yrs,unknown / no property,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
463,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,car (new),3812,... <  100 DM,< 1 yr,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
698,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1413,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,car or other,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
885,... < 0 DM,15,no credits taken/all credits paid back duly,others,2631,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
596,no checking account,36,all credits at this bank paid back duly,car (used),5371,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,guarantor,1 <= ... < 4 yrs,car or other,28,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
669,... < 0 DM,18,no credits taken/all credits paid back duly,furniture/equipment,866,unknown/no savings account,1 <= ... < 4 yrs,< 20,guarantor,1 <= ... < 4 yrs,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,good
299,... < 0 DM,12,no credits taken/all credits paid back duly,car (used),983,500 <= ... < 1000 DM,< 1 yr,>= 35,none,>= 7 yrs,unknown / no property,19,none,for free,1,unskilled - resident,0 to 2,no,no,good
362,no checking account,12,no credits taken/all credits paid back duly,car (used),1858,unknown/no savings account,< 1 yr,< 20,none,< 1 yr,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good
111,no checking account,15,no credits taken/all credits paid back duly,others,3959,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,29,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
990,... < 0 DM,24,no credits taken/all credits paid back duly,others,2718,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,car or other,20,none,for free,1,unskilled - resident,0 to 2,yes (under customer name),no,bad
364,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,car (used),1388,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,unknown / no property,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
803,no checking account,24,no credits taken/all credits paid back duly,others,1371,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,unknown / no property,25,none,for free,1,skilled employee/official,0 to 2,no,no,bad
671,... < 0 DM,13,no credits taken/all credits paid back duly,furniture/equipment,2101,unknown/no savings account,< 1 yr,25 <= ... < 35,guarantor,>= 7 yrs,car or other,23,none,rent,1,unskilled - resident,0 to 2,no,no,good
846,... < 0 DM,27,all credits at this bank paid back duly,furniture/equipment,2520,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,car or other,23,none,rent,2-3,unskilled - resident,0 to 2,no,no,bad
830,... < 0 DM,48,no credits taken/all credits paid back duly,furniture/equipment,5951,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
200,... >= 200 DM / salary for at least 1 year,48,critical account/other credits elsewhere,retraining,3609,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,< 1 yr,unknown / no property,27,stores,rent,1,skilled employee/official,0 to 2,no,no,good
333,... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,furniture/equipment,1554,unknown/no savings account,4 <= ... < 7 yrs,>= 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,24,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
536,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,1967,unknown/no savings account,>= 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,20,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
696,... >= 200 DM / salary for at least 1 year,60,existing credits paid back duly till now,furniture/equipment,15653,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,21,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
919,no checking account,48,delay in paying off in the past,car (new),4605,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,24,none,own,2-3,skilled employee/official,3 or more,no,no,bad
496,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1311,... <  100 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,26,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
825,no checking account,24,existing credits paid back duly till now,furniture/equipment,1659,unknown/no savings account,< 1 yr,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,29,none,for free,1,unskilled - resident,0 to 2,yes (under customer name),no,bad
66,... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,furniture/equipment,1237,... <  100 DM,1 <= ... < 4 yrs,>= 35,none,< 1 yr,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
926,no checking account,18,no credits taken/all credits paid back duly,car (used),2039,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,unknown / no property,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad
332,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,furniture/equipment,2404,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,26,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
250,... >= 200 DM / salary for at least 1 year,21,no credits taken/all credits paid back duly,car (new),5248,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,no,no,good
908,no checking account,30,no credits taken/all credits paid back duly,car (used),2406,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,bad
50,no checking account,24,all credits at this bank paid back duly,retraining,1382,... <  100 DM,4 <= ... < 7 yrs,< 20,none,< 1 yr,unknown / no property,26,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
3,... < 0 DM,12,no credits taken/all credits paid back duly,retraining,841,... <  100 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,>= 7 yrs,unknown / no property,23,none,for free,1,unskilled - resident,0 to 2,no,no,good
351,... >= 200 DM / salary for at least 1 year,10,all credits at this bank paid back duly,car (used),2069,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,< 1 yr,building soc. savings agr./life insurance,26,none,rent,2-3,skilled employee/official,0 to 2,no,yes,good
905,no checking account,18,delay in paying off in the past,car (used),3114,unknown/no savings account,< 1 yr,>= 35,none,>= 7 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,bad
995,no checking account,12,delay in paying off in the past,furniture/equipment,6199,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,car or other,28,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
34,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1376,100 <= ... <  500 DM,4 <= ... < 7 yrs,< 20,none,< 1 yr,building soc. savings agr./life insurance,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
964,no checking account,24,no credits taken/all credits paid back duly,car (used),3234,unknown/no savings account,< 1 yr,< 20,none,>= 7 yrs,unknown / no property,23,none,for free,1,unskilled - resident,0 to 2,yes (under customer name),no,bad
193,... < 0 DM,48,no credits taken/all credits paid back duly,others,8487,... >= 1000 DM,4 <= ... < 7 yrs,>= 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
334,... >= 200 DM / salary for at least 1 year,22,no credits taken/all credits paid back duly,others,1283,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,car or other,25,none,for free,1,skilled employee/official,0 to 2,no,no,good
205,no checking account,21,no credits taken/all credits paid back duly,others,3763,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,co-applicant,1 <= ... < 4 yrs,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,yes,good
515,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,others,3186,500 <= ... < 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,20,none,for free,1,skilled employee/official,0 to 2,no,no,good
431,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,4530,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
790,... < 0 DM,24,all credits at this bank paid back duly,car (used),4736,unknown/no savings account,< 1 yr,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,25,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
324,no checking account,10,all credits at this bank paid back duly,car (used),2132,... >= 1000 DM,< 1 yr,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,unknown / no property,27,none,for free,2-3,skilled employee/official,0 to 2,no,yes,good
520,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (used),7127,unknown/no savings account,< 1 yr,25 <= ... < 35,none,>= 7 yrs,car or other,23,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
917,no checking account,12,no credits taken/all credits paid back duly,car (used),1282,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad
923,no checking account,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,23,none,for free,2-3,skilled employee/official,0 to 2,no,no,bad
869,... < 0 DM,12,no credits taken/all credits paid back duly,car (used),951,... <  100 DM,< 1 yr,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,for free,>= 6,skilled employee/official,0 to 2,no,no,bad
799,no checking account,24,no credits taken/all credits paid back duly,others,915,... >= 1000 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
381,no checking account,18,no credits taken/all credits paid back duly,car (used),3650,unknown/no savings account,< 1 yr,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good
382,no checking account,21,no credits taken/all credits paid back duly,car (used),3599,unknown/no savings account,4 <= ... < 7 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,for free,1,unskilled - resident,0 to 2,no,no,good
524,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,furniture/equipment,1126,... >= 1000 DM,< 1 yr,< 20,none,1 <= ... < 4 yrs,unknown / no property,21,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good
10,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,3758,100 <= ... <  500 DM,unemployed,>= 35,none,>= 7 yrs,real estate,23,none,for free,1,unemployed/unskilled - non-resident,0 to 2,no,no,good
604,no checking account,12,no credits taken/all credits paid back duly,car (used),1289,unknown/no savings account,1 <= ... < 4 yrs,< 20,guarantor,< 1 yr,car or other,21,none,rent,1,unskilled - resident,0 to 2,no,no,good
784,... < 0 DM,6,critical account/other credits elsewhere,repairs,433,500 <= ... < 1000 DM,< 1 yr,< 20,none,1 <= ... < 4 yrs,car or other,24,bank,for free,1,skilled employee/official,3 or more,no,no,bad
240,... >= 200 DM / salary for at least 1 year,39,no credits taken/all credits paid back duly,car (new),2569,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,good
212,no checking account,24,critical account/other credits elsewhere,car (used),2828,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,unknown / no property,22,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
228,... >= 200 DM / salary for at least 1 year,14,existing credits paid back duly till now,others,802,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,27,none,rent,2-3,unskilled - resident,0 to 2,no,no,good
951,... < 0 DM,45,all credits at this bank paid back duly,furniture/equipment,4746,unknown/no savings account,< 1 yr,< 20,none,1 <= ... < 4 yrs,car or other,24,bank,rent,2-3,unskilled - resident,0 to 2,no,no,bad
947,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,car (used),2210,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown / no property,25,none,for free,1,unskilled - resident,0 to 2,no,no,bad
502,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,others,2463,... <  100 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
465,... < 0 DM,12,no credits taken/all credits paid back duly,others,7472,... >= 1000 DM,unemployed,>= 35,none,1 <= ... < 4 yrs,unknown / no property,24,none,for free,1,unemployed/unskilled - non-resident,0 to 2,no,no,good
363,... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,car (used),1221,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,none,1 <= ... < 4 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
469,... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,2323,unknown/no savings account,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,24,none,for free,1,skilled employee/official,0 to 2,no,no,good
429,no checking account,12,no credits taken/all credits paid back duly,repairs,1200,... >= 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,car or other,23,bank,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good
