id,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
479,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,repairs,2748,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,real estate,57,bank,own,4-5,unskilled - resident,0 to 2,no,no,good
911,no checking account,24,existing credits paid back duly till now,others,4870,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,>= 7 yrs,real estate,53,none,own,2-3,skilled employee/official,3 or more,no,no,bad
146,... >= 200 DM / salary for at least 1 year,21,no credits taken/all credits paid back duly,car (new),2476,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,unknown / no property,46,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
793,no checking account,24,critical account/other credits elsewhere,car (used),6872,unknown/no savings account,< 1 yr,25 <= ... < 35,none,< 1 yr,car or other,55,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
998,... >= 200 DM / salary for at least 1 year,21,all credits at this bank paid back duly,others,12680,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,real estate,30,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad
25,no checking account,6,all credits at this bank paid back duly,others,4716,... >= 1000 DM,< 1 yr,>= 35,none,4 <= ... < 7 yrs,unknown / no property,44,none,rent,2-3,unskilled - resident,3 or more,no,no,good
468,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,others,5324,100 <= ... <  500 DM,>= 7 yrs,>= 35,none,>= 7 yrs,real estate,35,none,own,1,skilled employee/official,0 to 2,no,no,good
540,... < 0 DM,18,delay in paying off in the past,car (used),3244,unknown/no savings account,1 <= ... < 4 yrs,>= 35,none,>= 7 yrs,building soc. savings agr./life insurance,33,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
927,no checking account,24,critical account/other credits elsewhere,retraining,3161,unknown/no savings account,1 <= ... < 4 yrs,< 20,none,1 <= ... < 4 yrs,car or other,31,bank,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,bad
339,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,car (new),2848,... <  100 DM,1 <= ... < 4 yrs,>= 35,co-applicant,1 <= ... < 4 yrs,unknown / no property,32,none,rent,1,skilled employee/official,3 or more,no,no,good
508,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,car (new),6842,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,car or other,46,none,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
517,... < 0 DM,24,existing credits paid back duly till now,retraining,6967,... <  100 DM,4 <= ... < 7 yrs,< 20,none,>= 7 yrs,building soc. savings agr./life insurance,36,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
711,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,others,3757,unknown/no savings account,>= 7 yrs,< 20,co-applicant,>= 7 yrs,real estate,62,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,good
683,... < 0 DM,20,existing credits paid back duly till now,car (new),7057,... >= 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,>= 7 yrs,car or other,36,bank,for free,2-3,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,good
519,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,5943,... >= 1000 DM,< 1 yr,>= 35,none,< 1 yr,building soc. savings agr./life insurance,44,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad
484,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,car (used),5801,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,car or other,49,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),yes,good
84,0<= ... < 200 DM,15,all credits at this bank paid back duly,car (new),2360,100 <= ... <  500 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
654,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,2424,... >= 1000 DM,>= 7 yrs,< 20,none,>= 7 yrs,car or other,53,none,rent,2-3,skilled employee/official,0 to 2,no,no,good
583,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,3621,... <  100 DM,>= 7 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,31,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad
586,no checking account,24,no credits taken/all credits paid back duly,car (new),2910,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,< 1 yr,real estate,34,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
670,... < 0 DM,7,no credits taken/all credits paid back duly,furniture/equipment,2415,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,guarantor,1 <= ... < 4 yrs,unknown / no property,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
75,0<= ... < 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,3399,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,37,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good
391,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,car (new),3029,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
115,... < 0 DM,21,no credits taken/all credits paid back duly,car (used),3976,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,35,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
612,no checking account,12,no credits taken/all credits paid back duly,car (used),2577,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,none,< 1 yr,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,no,no,good
95,... < 0 DM,18,all credits at this bank paid back duly,car (used),6361,unknown/no savings account,>= 7 yrs,25 <= ... < 35,none,< 1 yr,real estate,41,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
397,... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,6403,unknown/no savings account,< 1 yr,>= 35,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,good
44,... < 0 DM,24,all credits at this bank paid back duly,retraining,2825,... >= 1000 DM,4 <= ... < 7 yrs,< 20,none,4 <= ... < 7 yrs,real estate,34,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good
330,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,furniture/equipment,6070,unknown/no savings account,>= 7 yrs,20 <= ... < 25,none,>= 7 yrs,building soc. savings agr./life insurance,33,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
168,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,retraining,4526,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown / no property,74,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good
498,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,car (new),4042,... >= 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,none,>= 7 yrs,car or other,43,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good
101,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,car (used),3777,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,none,>= 7 yrs,unknown / no property,40,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good
961,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,others,6761,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,>= 7 yrs,building soc. savings agr./life insurance,68,stores,for free,2-3,skilled employee/official,0 to 2,no,no,bad
957,... < 0 DM,21,no credits taken/all credits paid back duly,retraining,2767,... <  100 DM,>= 7 yrs,< 20,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,61,none,for free,2-3,unskilled - resident,0 to 2,no,no,bad
16,no checking account,6,no credits taken/all credits paid back duly,furniture/equipment,2647,100 <= ... <  500 DM,1 <= ... < 4 yrs,25 <= ... < 35,none,4 <= ... < 7 yrs,unknown / no property,44,none,for free,1,skilled employee/official,3 or more,no,no,good
223,... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,car (new),4679,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,35,none,rent,2-3,unskilled - resident,0 to 2,yes (under customer name),no,good
357,no checking account,24,no credits taken/all credits paid back duly,car (new),2924,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,guarantor,>= 7 yrs,real estate,63,bank,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good
667,... < 0 DM,7,no credits taken/all credits paid back duly,furniture/equipment,2329,unknown/no savings account,< 1 yr,>= 35,guarantor,< 1 yr,unknown / no property,45,none,rent,1,skilled employee/official,0 to 2,no,no,good
204,no checking account,24,no credits taken/all credits paid back duly,car (used),7721,... >= 1000 DM,< 1 yr,>= 35,none,1 <= ... < 4 yrs,car or other,30,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),yes,good
845,... < 0 DM,24,all credits at this bank paid back duly,business,11938,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,39,none,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,bad
